Year,Product,Origin,Destination / PADD,Mode of Transportation,Volume (m3),Volume (bbl),Value (CN$),Value (US$),Price (CN cents/L),Price (US cents/gallon)
2016,Propane,Manitoba,PADD IV,Railway,716,4503.4968,107150.8,80086.50954,14.965195,42.340706
2016,Propane,Manitoba,PADD IV,Truck,3020,18995.196,667118,500488.0208,22.09,62.733356
2016,Propane,Manitoba,PADD V,Railway,4994,31411.2612,415433,307120.8438,8.318642,23.279438
2016,Propane,Manitoba,PADD V,Truck,346,2176.2708,28960.2,22457.44318,8.37,24.569479
2016,Propane,Manitoba,Total,Railway,389514,2449965.157,62179035.2,46666655.47,15.963235,45.351886
2016,Propane,Manitoba,Total,Truck,35611,223986.0678,4783578.8,3559709.397,13.432868,37.839218
2016,Propane,New Brunswick,PADD I,Railway,26462,166440.6876,2926103.2,2231839.994,11.057755,31.926559
2016,Propane,New Brunswick,PADD I,Truck,27737,174460.1826,6220343.2,4740866.3,22.426157,64.700852
2016,Propane,New Brunswick,Total,Railway,26462,166440.6876,2926103.2,2231839.994,11.057755,31.926559
2016,Propane,New Brunswick,Total,Truck,27737,174460.1826,6220343.2,4740866.3,22.426157,64.700852
2016,Propane,Nova Scotia,PADD I,Railway,1681,10573.1538,210595.8,155027.4169,12.528007,34.910216
2016,Propane,Nova Scotia,PADD I,Truck,456,2868.1488,46420.8,35997.41986,10.18,29.882595
2016,Propane,Nova Scotia,Total,Railway,1681,10573.1538,210595.8,155027.4169,12.528007,34.910216
2016,Propane,Nova Scotia,Total,Truck,456,2868.1488,46420.8,35997.41986,10.18,29.882595
2016,Propane,Ontario,PADD I,Railway,486513,3060069.467,87228601.2,64913227.79,17.929346,50.506877
2016,Propane,Ontario,PADD I,Truck,206706,1300139.399,38186566.1,28517813.56,18.473854,52.224575
2016,Propane,Ontario,PADD II,Pipeline,448913,2823572.987,68959005.3,51287493.53,15.361329,43.247506
2016,Propane,Ontario,PADD II,Railway,127678,803069.0844,22139330.6,16726852.81,17.339972,49.591806
2016,Propane,Ontario,PADD II,Truck,321,2019.0258,45980.2,33008.94419,14.324049,38.925874
2016,Propane,Ontario,PADD III,Railway,3566,22429.4268,939856.2,704991.6585,26.356034,74.836661
2016,Propane,Ontario,PADD IV,Railway,115,723.327,15053.5,11359.88891,13.09,37.392802
2016,Propane,Ontario,PADD V,Railway,2081,13089.0738,301709.8,226412.1881,14.498308,41.185038
2016,Propane,Ontario,Total,Pipeline,448913,2823572.987,68959005.3,51287493.53,15.361329,43.247506
2016,Propane,Ontario,Total,Railway,619953,3899380.379,110624551.3,82582844.33,17.844022,50.424643
2016,Propane,Ontario,Total,Truck,207027,1302158.425,38232546.3,28550822.5,18.46742,52.203956
2016,Propane,Québec,PADD I,Railway,183725,1155593.505,25851356.2,19589506.98,14.070679,40.361472
2016,Propane,Québec,PADD I,Truck,86945,546866.661,19503213.8,14516755.49,22.431668,63.202859
2016,Propane,Québec,PADD IV,Railway,109,685.5882,21909,16928.48001,20.1,58.789969
2016,Propane,Québec,Total,Railway,183834,1156279.093,25873265.2,19606435.46,14.074254,40.3724
2016,Propane,Québec,Total,Truck,86945,546866.661,19503213.8,14516755.49,22.431668,63.202859
2016,Propane,Saskatchewan,PADD I,Railway,76119,478773.2862,10410278.8,7756495.931,13.676321,38.573075
2016,Propane,Saskatchewan,PADD II,Railway,327610,2060601.378,64179094.8,48231984.75,19.59009,55.73009
2016,Propane,Saskatchewan,PADD II,Truck,14955,94063.959,1243598.1,912403.7819,8.3156,23.094703
2016,Propane,Saskatchewan,PADD III,Railway,11041,69445.6818,1501341,1130597.443,13.597871,38.762462
2016,Propane,Saskatchewan,PADD IV,Railway,9002,56620.7796,2435368.6,1831246.337,27.053639,77.005105
2016,Propane,Saskatchewan,PADD IV,Truck,500,3144.9,59438,41966.74385,11.8876,31.77218
2016,Propane,Saskatchewan,PADD V,Railway,57437,361267.2426,10711665.3,8161907.108,18.649416,53.791253
2016,Propane,Saskatchewan,Total,Railway,481209,3026708.368,89237748.5,67112231.57,18.544488,52.793407
2016,Propane,Saskatchewan,Total,Truck,15455,97208.859,1303036.1,954370.5257,8.431162,23.375439
2016,Propane,Yukon,PADD V,Truck,357,2245.4586,153284.1,115341.5127,42.936722,122.30077
2016,Propane,Yukon,Total,Truck,357,2245.4586,153284.1,115341.5127,42.936722,122.30077
2017,Butane,Alberta,PADD I,Railway,598,3761.3004,336973,255458.5945,56.35,161.707852
2017,Butane,Alberta,PADD II,Railway,35357,222388.4586,9969356.3,7785547.326,28.196273,83.353819
2017,Butane,Alberta,PADD III,Railway,356,2239.1688,73692,58075.49846,20.7,61.752525
2017,Butane,Alberta,PADD IV,Railway,21309,134029.3482,4607288,3580497.529,21.621324,63.605118
2017,Butane,Alberta,PADD V,Railway,83430,524758.014,24878562.6,19293490.23,29.819684,87.538745
2017,Butane,Alberta,Total,Railway,141050,887176.29,39865871.9,30973069.18,28.263645,83.123326
2017,Butane,British Columbia,PADD V,Railway,466223,2932449.425,116791293.5,91158001.45,25.050521,74.013829
2017,Butane,British Columbia,Total,Railway,466223,2932449.425,116791293.5,91158001.45,25.050521,74.013829
2017,Butane,Manitoba,PADD II,Pipeline,3862,24291.2076,1140058.7,896114.7025,29.519904,87.83409
2017,Butane,Manitoba,PADD II,Railway,16539,104027.0022,3096100.8,2303646.429,18.72,52.725213
2017,Butane,Manitoba,Total,Pipeline,3862,24291.2076,1140058.7,896114.7025,29.519904,87.83409
2017,Butane,Manitoba,Total,Railway,16539,104027.0022,3096100.8,2303646.429,18.72,52.725213
2017,Butane,New Brunswick,PADD II,Railway,442,2780.0916,97240,76633.30443,22,65.630701
2017,Butane,New Brunswick,Total,Railway,442,2780.0916,97240,76633.30443,22,65.630701
2017,Butane,Nova Scotia,PADD II,Railway,351,2207.7198,70200,52232.14285,20,56.330356
2017,Butane,Nova Scotia,Total,Railway,351,2207.7198,70200,52232.14285,20,56.330356
2017,Butane,Ontario,PADD I,Railway,243948,1534384.13,70584494.5,55253190.07,28.934237,85.737705
2017,Butane,Ontario,PADD I,Truck,391,2459.3118,127075,93389.43191,32.5,90.413389
2017,Butane,Ontario,PADD II,Pipeline,228381,1436470.814,60155840.6,46607663.53,26.340124,77.251894
2017,Butane,Ontario,PADD II,Railway,160333,1008462.503,34683968.2,26947132.12,21.632457,63.621135
2017,Butane,Ontario,PADD II,Truck,47109,296306.1882,13763314.2,10579893.35,29.215891,85.013751
2017,Butane,Ontario,PADD III,Railway,32157,202261.0986,9383136.4,7346519.072,29.179141,86.480431
2017,Butane,Ontario,PADD IV,Railway,111416,700784.3568,30493010.1,23909352.14,27.368609,81.232909
2017,Butane,Ontario,PADD V,Railway,63269,397949.3562,18272419.5,14468546.05,28.880525,86.56567
2017,Butane,Ontario,Total,Pipeline,228381,1436470.814,60155840.6,46607663.53,26.340124,77.251894
2017,Butane,Ontario,Total,Railway,611123,3843841.445,163417028.7,127924739.5,26.740448,79.23876
2017,Butane,Ontario,Total,Truck,47500,298765.5,13890389.2,10673282.78,29.242924,85.058199
2017,Butane,Québec,PADD I,Railway,105590,664139.982,25021574.6,19105127.27,23.696916,68.49185
2017,Butane,Québec,PADD II,Railway,3508,22064.6184,870280,686266.3139,24.808437,74.053375
2017,Butane,Québec,Total,Railway,109098,686204.6004,25891854.6,19791393.58,23.732657,68.67068
2017,Butane,Saskatchewan,PADD I,Railway,3038,19108.4124,598674.9,445915.7172,19.706217,55.561859
2017,Butane,Saskatchewan,PADD II,Railway,27850,175170.93,12975804,9875475.006,46.591755,134.228448
2017,Butane,Saskatchewan,PADD IV,Railway,1624,10214.6352,467375,369502.7077,28.779248,86.127802
2017,Butane,Saskatchewan,PADD V,Railway,58634,368796.1332,15348507.8,11886099.21,26.176804,76.736433
2017,Butane,Saskatchewan,Other,Railway,2872,18064.3056,773429.6,575468.4524,26.93,75.848824
2017,Butane,Saskatchewan,Total,Railway,94018,591354.4164,30163791.3,23152461.09,32.082996,93.217602
2017,Propane,Alberta,PADD I,Railway,275235,1731173.103,61646083.2,47755582.35,22.397617,65.679866
2017,Propane,Alberta,PADD I,Truck,570,3585.186,11400,8926.47404,2,5.928118
2017,Propane,Alberta,PADD II,Railway,1427178,8976664.184,348833525.7,269918592.5,24.442187,71.592316
2017,Propane,Alberta,PADD II,Truck,350,2201.43,150853,113321.4923,43.100857,122.56205
2017,Propane,Alberta,PADD III,Railway,361650,2274706.17,73622209.2,57588267.87,20.357309,60.27779
2017,Propane,Alberta,PADD IV,Railway,183836,1156291.673,43661571.3,33898742.9,23.750283,69.801508
2017,Propane,Alberta,PADD IV,Truck,93782,589870.0236,21338514.7,16493204.28,22.753315,66.572876
2017,Propane,Alberta,PADD V,Railway,1280435,8053680.063,322767971.1,249933855.7,25.207681,73.888918
2017,Propane,Alberta,PADD V,Truck,932,5862.0936,220730.1,172100.1595,23.683487,69.899993
2017,Propane,Alberta,Other,Railway,277197,1743513.691,70219736.3,54962069.43,25.332069,75.056154
2017,Propane,Alberta,Total,Railway,3805531,23936028.88,920751096.8,714057110.7,24.195075,71.027977
2017,Propane,Alberta,Total,Truck,95634,601518.7332,21721497.8,16787552.41,22.713154,66.448753
2017,Propane,British Columbia,PADD I,Railway,1658,10428.4884,609623.4,477354.5931,36.7686,108.985406
2017,Propane,British Columbia,PADD I,Truck,1207,7591.7886,12190.7,9545.61115,1.01,2.993699
2017,Propane,British Columbia,PADD II,Railway,4106,25825.9188,988982.6,756666.0814,24.086278,69.758494
2017,Propane,British Columbia,PADD III,Railway,3904,24555.3792,1137881,913703.9069,29.146542,88.594637
2017,Propane,British Columbia,PADD IV,Railway,16762,105429.6276,3469862.3,2659592.004,20.700765,60.062158
2017,Propane,British Columbia,PADD IV,Truck,27266,171497.6868,6715813.5,5202700.807,24.630725,72.230262
2017,Propane,British Columbia,PADD V,Railway,1032884,6496633.783,150669427.1,117095844.1,14.587255,42.914266
2017,Propane,British Columbia,PADD V,Truck,41664,262058.2272,8306182.2,6403296.832,19.936113,58.177419
2017,Propane,British Columbia,Total,Railway,1059314,6662873.197,156875776.4,121903160.7,14.809185,43.561418
2017,Propane,British Columbia,Total,Truck,70137,441147.7026,15034186.4,11615543.25,21.435456,62.690842
2017,Propane,Manitoba,PADD I,Railway,13634,85755.1332,2717933.1,2109551.581,19.934964,58.570457
2017,Propane,Manitoba,PADD II,Pipeline,6317,39732.6666,1594749.1,1239301.863,25.245355,74.263942
2017,Propane,Manitoba,PADD II,Railway,300040,1887191.592,66209208.8,51217349.67,22.066794,64.617433
2017,Propane,Manitoba,PADD II,Truck,20755,130544.799,5448169.2,4196143.13,26.249911,76.53134
2017,Propane,Manitoba,PADD III,Railway,10594,66634.1412,2487480.4,1939097.565,23.480086,69.286951
2017,Propane,Manitoba,PADD IV,Railway,1422,8944.0956,365300.8,283859.1515,25.689226,75.564022
2017,Propane,Manitoba,PADD V,Railway,1902,11963.1996,357856,268451.0974,18.814721,53.427696
2017,Propane,Manitoba,Total,Pipeline,6317,39732.6666,1594749.1,1239301.863,25.245355,74.263942
2017,Propane,Manitoba,Total,Railway,327592,2060488.162,72137779.1,55818309.07,22.020616,64.499321
2017,Propane,Manitoba,Total,Truck,20755,130544.799,5448169.2,4196143.13,26.249911,76.53134
2017,Propane,New Brunswick,PADD I,Railway,25235,158723.103,3967567,3065047.197,15.722476,45.977529
2017,Propane,New Brunswick,PADD I,Truck,21263,133740.0174,5443912.3,4181397.77,25.602747,74.440402
2017,Propane,New Brunswick,Total,Railway,25235,158723.103,3967567,3065047.197,15.722476,45.977529
2017,Propane,New Brunswick,Total,Truck,21263,133740.0174,5443912.3,4181397.77,25.602747,74.440402
2017,Propane,Nova Scotia,PADD I,Railway,512,3220.3776,175923.2,137773.6706,34.36,101.861026
2017,Propane,Nova Scotia,PADD I,Truck,300,1886.94,108650,83789.17052,36.216666,105.725173
2017,Propane,Nova Scotia,Total,Railway,512,3220.3776,175923.2,137773.6706,34.36,101.861026
2017,Propane,Nova Scotia,Total,Truck,300,1886.94,108650,83789.17052,36.216666,105.725173
2017,Propane,Ontario,PADD I,Railway,723901,4553192.51,202061681.7,157186313.4,27.912888,82.195362
2017,Propane,Ontario,PADD I,Truck,206557,1299202.219,50291524.9,38495878.97,24.347528,70.548223
2017,Propane,Ontario,PADD II,Pipeline,580270,3649782.246,159935595.1,125022693.8,27.562271,81.558741
2017,Propane,Ontario,PADD II,Railway,87026,547376.1348,26374332.6,20514666.58,30.306267,89.233352
2017,Propane,Ontario,PADD II,Truck,12751,80201.2398,10519181.8,7815890.044,82.496916,232.030976
2017,Propane,Ontario,PADD III,Railway,2204,13862.7192,602295.7,469321.4226,27.327391,80.606592
2017,Propane,Ontario,PADD IV,Railway,1153,7252.1394,283952.6,221815.8903,24.627285,72.824097
2017,Propane,Ontario,PADD V,Railway,2226,14001.0948,430537.7,328953.8293,19.341316,55.939884
2017,Propane,Ontario,Total,Pipeline,580270,3649782.246,159935595.1,125022693.8,27.562271,81.558741
2017,Propane,Ontario,Total,Railway,816510,5135684.598,229752800.3,178721071.1,28.138393,82.856391
2017,Propane,Ontario,Total,Truck,219308,1379403.458,60810706.7,46311769.01,27.728448,79.937151
2017,Propane,Québec,PADD I,Railway,326234,2051946.613,78335986.9,60627674.29,24.012208,70.348275
2017,Propane,Québec,PADD I,Truck,97885,615677.073,23261052.2,17876560.24,23.763653,69.132071
2017,Propane,Québec,PADD II,Railway,22784,143306.8032,7911032,6138204.979,34.721875,101.98192
2017,Propane,Québec,Total,Railway,349018,2195253.416,86247018.9,66765879.27,24.711338,72.413328
2017,Propane,Québec,Total,Truck,97885,615677.073,23261052.2,17876560.24,23.763653,69.132071
2017,Propane,Saskatchewan,PADD I,Railway,54452,342492.1896,13682457.6,10525028.61,25.127557,73.168004
2017,Propane,Saskatchewan,PADD II,Railway,255374,1606251.385,61305002.1,47228381.95,24.005968,70.006465
2017,Propane,Saskatchewan,PADD II,Truck,35817,225281.7666,9675461.4,7519796.76,27.0136,79.474658
2017,Propane,Saskatchewan,PADD III,Railway,132181,831392.0538,41391057,32108147.28,31.313923,91.951322
2017,Propane,Saskatchewan,PADD IV,Railway,3449,21693.5202,737503.4,564649.2427,21.383108,61.97226
2017,Propane,Saskatchewan,PADD V,Railway,13944,87704.9712,3224405.8,2418763.818,23.123965,65.662567
2017,Propane,Saskatchewan,Other,Railway,30499,191832.6102,7798395.3,5935087.566,25.569347,73.663661
2017,Propane,Saskatchewan,Total,Railway,489899,3081366.73,128138821.2,98780058.47,26.156171,76.326349
2017,Propane,Saskatchewan,Total,Truck,35817,225281.7666,9675461.4,7519796.76,27.0136,79.474658
2017,Propane,Yukon,PADD V,Truck,7,44.0286,4760,3804.15085,68,205.717608
2017,Propane,Yukon,Total,Truck,7,44.0286,4760,3804.15085,68,205.717608
2018,Butane,Alberta,PADD I,Railway,47655,299740.419,13751238.7,10453610.29,28.855815,83.036606
2018,Butane,Alberta,PADD II,Railway,22626,142313.0148,5912310.2,4553975.419,26.130602,76.18942
2018,Butane,Alberta,PADD II,Truck,2807,17655.4686,567014,438458.0885,20.2,59.12858
2018,Butane,Alberta,PADD III,Railway,3239,20372.6622,1808958.4,1346752.829,55.849286,157.394199
2018,Butane,Alberta,PADD III,Truck,635,3994.023,160210.5,119275.2382,25.23,71.103068
2018,Butane,Alberta,PADD IV,Railway,44415,279361.467,12561921.3,9810188.878,28.28306,83.610238
2018,Butane,Alberta,PADD IV,Truck,2374,14931.9852,1091620.1,821852.1532,45.982312,131.046297
2018,Butane,Alberta,PADD V,Railway,277698,1746664.88,73172242.8,55919816.92,26.349575,76.226286
2018,Butane,Alberta,PADD V,Truck,1657,10422.1986,1086182.8,825514.7083,65.551164,188.588011
2018,Butane,Alberta,Total,Railway,395633,2488452.443,107206671.4,82084344.34,27.097504,78.537954
2018,Butane,Alberta,Total,Truck,7473,47003.6754,2905027.4,2205100.188,38.873643,111.697929
2018,Butane,British Columbia,PADD III,Railway,836,5258.2728,283654.8,214890,33.93,97.301985
2018,Butane,British Columbia,PADD V,Railway,709159,4460468.278,179268569.3,137629785.6,25.279037,73.465018
2018,Butane,British Columbia,Total,Railway,709995,4465726.551,179552224.1,137844675.6,25.289223,73.493083
2018,Butane,Manitoba,PADD II,Pipeline,3456,21737.5488,1202350.3,943841.3032,34.790228,103.380114
2018,Butane,Manitoba,PADD IV,Railway,823,5176.5054,302414,230330.2509,36.745321,105.940718
2018,Butane,Manitoba,PADD V,Railway,2637,16586.2026,783189,596488.195,29.7,85.625574
2018,Butane,Manitoba,Total,Pipeline,3456,21737.5488,1202350.3,943841.3032,34.790228,103.380114
2018,Butane,Manitoba,Total,Railway,3460,21762.708,1085603,826818.4458,31.375809,90.457758
2018,Butane,Newfoundland and Labrador,Other,Marine,24696,155332.9008,3704400,2821540.102,15,43.248532
2018,Butane,Newfoundland and Labrador,Total,Marine,24696,155332.9008,3704400,2821540.102,15,43.248532
2018,Butane,Nova Scotia,PADD II,Railway,1041,6547.6818,62460,48298.79369,6,17.562942
2018,Butane,Nova Scotia,Total,Railway,1041,6547.6818,62460,48298.79369,6,17.562942
2018,Butane,Ontario,PADD I,Railway,389751,2451455.84,100595645.5,77560134.99,25.810234,75.329153
2018,Butane,Ontario,PADD I,Truck,2826,17774.9748,751437.6,584217.6897,26.590148,78.2554
2018,Butane,Ontario,PADD II,Pipeline,265746,1671489.191,66383081.8,50913634.37,24.979898,72.523563
2018,Butane,Ontario,PADD II,Railway,161272,1014368.626,34728290.6,26779664.13,21.533986,62.857619
2018,Butane,Ontario,PADD II,Truck,36904,232118.7792,13291414.7,10278725.04,36.016189,105.433247
2018,Butane,Ontario,PADD III,Railway,58002,364820.9796,16963181.3,12956868.15,29.245855,84.560752
2018,Butane,Ontario,PADD IV,Railway,90069,566515.9962,23773096.7,18423149.01,26.394316,77.4284
2018,Butane,Ontario,PADD V,Railway,59931,376954.0038,15170953.7,11637492.75,25.314033,73.505473
2018,Butane,Ontario,Total,Pipeline,265746,1671489.191,66383081.8,50913634.37,24.979898,72.523563
2018,Butane,Ontario,Total,Railway,759025,4774115.445,191231167.8,147357309,25.194317,73.48985
2018,Butane,Ontario,Total,Truck,39730,249893.754,14042852.3,10862942.73,35.345714,103.500081
2018,Butane,Québec,PADD I,Railway,25582,160905.6636,7522210.3,5775016.934,29.404308,85.453633
2018,Butane,Québec,PADD I,Truck,551,3465.6798,129022.7,98827.90628,23.416098,67.895309
2018,Butane,Québec,PADD II,Truck,41534,261240.5532,14419791,11019026.16,34.71804,100.427169
2018,Butane,Québec,PADD III,Railway,818,5145.0564,134970,102795.1257,16.5,47.569763
2018,Butane,Québec,Total,Railway,26400,166050.72,7657180.3,5877812.059,29.00447,84.279807
2018,Butane,Québec,Total,Truck,42085,264706.233,14548813.7,11117854.07,34.570069,100.001244
2018,Butane,Saskatchewan,PADD I,Railway,15499,97485.6102,5347276.6,4086419.424,34.500784,99.804709
2018,Butane,Saskatchewan,PADD II,Railway,119,748.4862,27132,21308.41121,22.8,67.782232
2018,Butane,Saskatchewan,PADD IV,Railway,2090,13145.682,530860,427182.7472,25.4,77.371172
2018,Butane,Saskatchewan,PADD V,Railway,88004,553527.5592,24625582.2,18910138.26,27.982344,81.339979
2018,Butane,Saskatchewan,Total,Railway,105712,664907.3376,30530850.8,23445048.84,28.881158,83.953464
2018,Propane,Alberta,PADD I,Railway,417991,2629079.792,101656400.8,79112343.11,24.320236,71.645528
2018,Propane,Alberta,PADD I,Truck,346,2176.2708,272198.2,202649.0471,78.67,221.707426
2018,Propane,Alberta,PADD II,Railway,1654746,10408021.39,407211149.5,314726428.7,24.60868,71.996873
2018,Propane,Alberta,PADD II,Truck,15933,100215.3834,6632012.1,5132766.5,41.624377,121.945484
2018,Propane,Alberta,PADD III,Railway,591650,3721360.17,153004601.8,117548937.6,25.860661,75.20827
2018,Propane,Alberta,PADD IV,Railway,214304,1347929.299,52662589,40660859.01,24.573777,71.82209
2018,Propane,Alberta,PADD IV,Truck,89413,562389.8874,20619412.9,15965872.3,23.060866,67.593314
2018,Propane,Alberta,PADD V,Railway,1174875,7389728.775,325931823.6,250740156.3,27.741829,80.787469
2018,Propane,Alberta,PADD V,Truck,11001,69194.0898,7927204.3,6103212.716,72.058942,210.009101
2018,Propane,Alberta,Other,Railway,661936,4163445.053,162204775.2,124895801.7,24.5046,71.423908
2018,Propane,Alberta,Total,Railway,4715502,29659564.48,1202671340,927684526.4,25.50463,74.470477
2018,Propane,Alberta,Total,Truck,116693,733975.6314,35450827.5,27404500.56,30.379566,88.897359
2018,Propane,British Columbia,PADD III,Railway,911,5730.0078,348294.3,266422.9022,38.232085,110.704417
2018,Propane,British Columbia,PADD IV,Railway,38180,240144.564,7975891,6089903.556,20.890233,60.379045
2018,Propane,British Columbia,PADD IV,Truck,16125,101423.025,3743119.6,2908246.3,23.213144,68.272093
2018,Propane,British Columbia,PADD V,Railway,682071,4290090.176,116827107,90251884.86,17.128291,50.088549
2018,Propane,British Columbia,PADD V,Truck,38233,240477.9234,4424882,3439806.802,11.573462,34.057081
2018,Propane,British Columbia,Other,Railway,19152,120462.2496,4658984,3561084.119,24.326357,70.384959
2018,Propane,British Columbia,Total,Railway,740314,4656426.997,129810276.3,100169295.4,17.534488,51.218919
2018,Propane,British Columbia,Total,Truck,54358,341900.9484,8168001.6,6348053.101,15.02631,44.206776
2018,Propane,Manitoba,PADD I,Railway,15733,98957.4234,3537536,2733544.66,22.484815,65.769781
2018,Propane,Manitoba,PADD II,Pipeline,8969,56413.2162,2459094.3,1946205.358,27.417708,82.140322
2018,Propane,Manitoba,PADD II,Railway,164020,1031652.996,40537252.8,31449758.98,24.714823,72.582558
2018,Propane,Manitoba,PADD II,Truck,24883,156509.0934,6930113,5349710.833,27.850793,81.384056
2018,Propane,Manitoba,PADD III,Railway,7123,44802.2454,1666199.2,1318283.14,23.391818,70.057965
2018,Propane,Manitoba,PADD IV,Railway,347,2182.5606,88513.5,71226.76429,25.508213,77.700805
2018,Propane,Manitoba,PADD V,Railway,690,4339.962,182850,139271.841,26.5,76.40574
2018,Propane,Manitoba,Total,Pipeline,8969,56413.2162,2459094.3,1946205.358,27.417708,82.140322
2018,Propane,Manitoba,Total,Railway,187913,1181935.187,46012351.5,35712085.38,24.485986,71.939952
2018,Propane,Manitoba,Total,Truck,24883,156509.0934,6930113,5349710.833,27.850793,81.384056
2018,Propane,New Brunswick,PADD I,Railway,21537,135463.4226,5840808,4537337.021,27.119877,79.749433
2018,Propane,New Brunswick,PADD I,Truck,15617,98227.8066,4618634.7,3613765.274,29.574404,87.593948
2018,Propane,New Brunswick,Total,Railway,21537,135463.4226,5840808,4537337.021,27.119877,79.749433
2018,Propane,New Brunswick,Total,Truck,15617,98227.8066,4618634.7,3613765.274,29.574404,87.593948
2018,Propane,Nova Scotia,PADD I,Railway,278,1748.5644,67133.8,51438.96523,24.148848,70.042104
2018,Propane,Nova Scotia,PADD I,Truck,1101,6925.0698,211622.7,163597.5274,19.220953,56.247236
2018,Propane,Nova Scotia,Total,Railway,278,1748.5644,67133.8,51438.96523,24.148848,70.042104
2018,Propane,Nova Scotia,Total,Truck,1101,6925.0698,211622.7,163597.5274,19.220953,56.247236
2018,Propane,Ontario,PADD I,Railway,770401,4845668.21,202042094.5,156776274.7,26.225575,77.032727
2018,Propane,Ontario,PADD I,Truck,186261,1171544.438,41961682.3,32664102.26,22.528431,66.383564
2018,Propane,Ontario,PADD II,Pipeline,865581,5444331.374,229373207.2,176431661.4,26.499334,77.157933
2018,Propane,Ontario,PADD II,Railway,96074,604286.2452,30187768.4,23605795.22,31.421371,93.008906
2018,Propane,Ontario,PADD II,Truck,1587,9981.9126,1586841.3,1216809.524,99.99,290.240121
2018,Propane,Ontario,PADD III,Railway,5057,31807.5186,1257313.1,962133.726,24.862825,72.020188
2018,Propane,Ontario,PADD IV,Railway,1496,9409.5408,342547.3,272277.807,22.897546,68.895749
2018,Propane,Ontario,PADD V,Railway,1192,7497.4416,286080,221218.6823,24,70.251777
2018,Propane,Ontario,Total,Pipeline,865581,5444331.374,229373207.2,176431661.4,26.499334,77.157933
2018,Propane,Ontario,Total,Railway,874220,5498668.956,234115803.3,181837700.1,26.779964,78.736294
2018,Propane,Ontario,Total,Truck,187848,1181526.35,43548523.6,33880911.79,23.182851,68.274777
2018,Propane,Québec,PADD I,Railway,300860,1892349.228,76401271.5,59277819.52,25.394293,74.582945
2018,Propane,Québec,PADD I,Truck,127983,804987.4734,28365179.2,21948805.1,22.163239,64.918781
2018,Propane,Québec,PADD II,Truck,1166,7333.9068,317851.6,243732.5358,27.26,79.127367
2018,Propane,Québec,Total,Railway,300860,1892349.228,76401271.5,59277819.52,25.394293,74.582945
2018,Propane,Québec,Total,Truck,129149,812321.3802,28683030.8,22192537.63,22.209255,65.047061
2018,Propane,Saskatchewan,PADD I,Railway,45075,283512.735,11584802.8,9056635.535,25.70117,76.057654
2018,Propane,Saskatchewan,PADD II,Railway,265911,1672527.008,61819941.2,48125834.84,23.248357,68.509963
2018,Propane,Saskatchewan,PADD II,Truck,11072,69640.6656,2217039.6,1726102.952,20.02384,59.013636
2018,Propane,Saskatchewan,PADD III,Railway,208881,1313819.714,84850769.4,65243280.68,40.621583,118.235701
2018,Propane,Saskatchewan,PADD IV,Railway,3499,22008.0102,779654.6,604149.8506,22.282212,65.360068
2018,Propane,Saskatchewan,PADD IV,Truck,961,6044.4978,209341.5,165124.9899,21.783714,65.043094
2018,Propane,Saskatchewan,PADD V,Railway,44025,276908.445,11452480.5,8829828.745,26.013584,75.921481
2018,Propane,Saskatchewan,Other,Railway,21713,136570.4274,5578811.6,4274794.806,25.693416,74.525895
2018,Propane,Saskatchewan,Total,Railway,589104,3705346.339,176066460.1,136134524.5,29.88716,87.475832
2018,Propane,Saskatchewan,Total,Truck,12033,75685.1634,2426381.1,1891227.942,20.16439,59.495173
2018,Propane,Yukon,PADD I,Truck,31,194.9838,6313.9,4891.80181,20.367419,59.733631
2018,Propane,Yukon,PADD V,Truck,29,182.4042,6763.6,5320.14961,23.322758,69.444461
2018,Propane,Yukon,Total,Truck,60,377.388,13077.5,10211.95142,21.795833,64.427201
2019,Butane,Alberta,PADD I,Railway,156881,986750.1138,29891228.1,22488566.64,19.05344,54.262925
2019,Butane,Alberta,PADD II,Railway,117930,741756.114,27905105.9,20997685.85,23.662431,67.399846
2019,Butane,Alberta,PADD II,Truck,1067,6711.2166,153434.6,115564.2088,14.38,40.998755
2019,Butane,Alberta,PADD III,Railway,114515,720276.447,21635669.1,16199783.33,18.893305,53.549892
2019,Butane,Alberta,PADD IV,Railway,27539,173214.8022,7339084.8,5520173.537,26.649786,75.878078
2019,Butane,Alberta,PADD IV,Truck,2145,13491.621,1011027.2,761253.6929,47.134135,134.342642
2019,Butane,Alberta,PADD V,Railway,332753,2092949.819,59299020.8,44742237.28,17.820732,50.898791
2019,Butane,Alberta,Other,Railway,1047,6585.4206,186437.1,139577.7908,17.80679,50.46397
2019,Butane,Alberta,Total,Railway,750665,4721532.717,146256545.8,110088024.4,19.483597,55.514401
2019,Butane,Alberta,Total,Truck,3212,20202.8376,1164461.8,876817.9017,36.25348,103.334572
2019,Butane,British Columbia,PADD I,Railway,2491,15667.8918,522150.2,393533.7509,20.961469,59.802593
2019,Butane,British Columbia,PADD II,Railway,235,1478.103,66904.5,50300.35335,28.47,81.024235
2019,Butane,British Columbia,PADD III,Railway,834,5245.6932,61132.2,45730.25134,7.33,20.756268
2019,Butane,British Columbia,PADD IV,Railway,231,1452.9438,62346.9,47211.04043,26.99,77.36479
2019,Butane,British Columbia,PADD V,Railway,962743,6055460.921,113218933.2,85316739.25,11.760037,33.545605
